movieId,title,genres,overview,director,keywords
808,Alaska (1996),Adventure|Children,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.",fraserclarkeheston,pilot polar bear poacher alaska airplane crash missing parent
809,Fled (1996),Action|Adventure,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",kevinhooks,"hacker hitman undercover agent mafia chain gang fugitive police chase floppy disk atlanta, georgia"
810,Kazaam (1996),Children|Comedy|Fantasy,"When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.",paulmichaelglaser,new york city wish genie
813,Larger Than Life (1996),Comedy,"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of an elephant that was his father's pride and joy in circus acts. His main intention is to sell the pachyderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two treks through the country Jack and the elephant develop a bond, and it changes his approach on life for the better.",howardfranklin,
818,"Very Brady Sequel, A (1996)",Comedy,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",arlenesanford,hawaii wedding family vacation family woman director
823,"Collector, The (La collectionneuse) (1967)",Drama,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",éricrohmer,côte d'azur menage a trois
824,Kaspar Hauser (1993),Drama|Mystery,,gernotroll petersehr,"prisoner bavaria, germany nuremberg, germany"
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",stevebarron,italy parent child relationship talk show love school boys
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",johnpayson,flat relation rent lodger cockroach spekulant
830,"First Wives Club, The (1996)",Comedy,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",hughwilson,revenge divorce divorced woman reunited friends lgbt interest
832,Ransom (1996),Crime|Thriller,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",ronhoward,loss of loved one ransom hostage yellow press fbi baby-snatching police corruption terrorism millionaire child kidnapping negotiator
833,High School High (1996),Comedy,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",hartbochner,"high school school spoof los angeles, california"
835,Foxfire (1996),Drama,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.,annettehaywood-carter,tattoo prison based on novel or book hostage fight harassment friendship high school teacher teenage girl drugs woman director
836,Chain Reaction (1996),Action|Adventure|Thriller,Two researchers in a green alternative energy project forced on the run when they are framed for murder and treason.,andrewdavis,"chicago, illinois fbi hydrogen bomb secret lab energy supply conspiracy on the run aftercreditsstinger scientific research"
837,Matilda (1996),Children|Comedy|Fantasy,An extraordinarily intelligent young girl from a cruel and uncaring family discovers she possesses telekinetic powers and is sent off to a school headed by a tyrannical principal.,dannydevito,based on novel or book parent child relationship difficult childhood telekinesis child prodigy childhood trauma school teacher student relationship schoolmarm based on young adult novel
838,Emma (1996),Comedy|Drama|Romance,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",douglasmcgrath,based on novel or book picnic matchmaking english countryside 19th century
839,"Crow: City of Angels, The (1996)",Action|Thriller,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",timpope,tattoo loss of loved one martial arts crow supernatural vigilante sequel superhero based on comic revenge tragic hero back from the dead duel sadist gothic urban setting neo-noir urban gothic supernatural power vigilante justice good versus evil
840,House Arrest (1996),Children|Comedy,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems.",harrywiner,basement divorce
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",georgesfranju,experiment surgeon film noir photograph scientist transplant dove ulcer
